,date,12m_volume,6m_volume,3m_volume,12m_avg_mkt_cap,3m_avg_mkt_cap,6m_avg_mkt_cap,Instrument,1yr_vol,6mth_vol,3mth_vol,1yr_mom,6m_mom,3m_mom,p_e,p_b,p_cf,ev,ev_ebit,ev_ebitda,ev_sales,close,200_ma,50_ma,eps_basic,eps_excl_basic,eps_dil,eps_growth,ebit,ebitda,rev,net_inc,tot_assets,oth_assets,cash,book_val,tang_book,debt,lt_cap,intang,bvps,ocf,capex,cfo_ps,fcfe,noa,ebit_bv,ebit_nonop,ebit_op,ebit_tot,ebit_mgn,net_debt,nd_ebitda,ni_op,ni_tot,ni_mgn,ocf_bv,ocf_op,ocf_tot,ocf_mgn,ocf_ce,fcf_bv,fcf_op,fcf_tot,fcf_mgn,fcf_ce,roe,roa,roce,roic,d_e,1yr_ret,3m_ret,6m_ret
179,2020-04-30,589986.4325396825,608271.0793650794,703867.0634920635,23712.491984126984,23724.94126984127,24813.12007936508,A,0.3765209032037407,0.44881341115004353,0.6175479876393909,-0.001510528909583364,0.011124979451178962,-0.08917878014528768,31.268611333590048,4.901939178063911,-406.6878160379691,1635023737.87,1.7174619095273107,1.3456985496872427,0.31226580173223834,76.66000366210938,76.98496098597029,76.00697453501778,2.45166,2.45166,2.42259,-0.94943,952000000.0,1215000000.0,5236000000.0,764000000.0,9501000000.0,796000000.0,1226000000.0,4848000000.0,200000000.0,2861000000.0,7609000000.0,4648000000.0,15.6387096774194,-59000000.0,34000000.0,-0.188498402555911,-37000000.0,8705000000.0,0.19636963696369636,1.1959798994974875,0.10936243538196438,0.10019997894958425,0.18181818181818182,1635000000.0,1.345679012345679,0.08776565192418151,0.08041258814861593,0.14591291061879297,-0.01216996699669967,-0.006777713957495692,-0.006209872644984738,-0.011268143621084798,-0.007753975555263503,-0.007632013201320132,-0.004250430786904078,-0.0038943269129565307,-0.00706646294881589,-0.004862662636351689,15.4593282072036,8.28049639624993,9.87973619552567,11.437112192266,59.01403,0.7556298481003816,0.2539974059162933,0.33129604227609777
199,2020-05-29,581932.8849206349,626052.1587301587,691669.3015873015,24009.074444444446,23542.693174603173,24939.91563492063,A,0.36277748494139783,0.46166391547214664,0.6213303442443645,0.3295974443223133,0.09389642716406765,0.1465461524804561,39.98385013071572,5.693607343123256,87.85840194750882,1563027215.63,1.88543693079614,1.4018181306098656,0.29851551100649354,88.13999938964844,77.80417307628899,79.37174214440509,2.20439,2.20439,2.17933,-0.24727,829000000.0,1115000000.0,5236000000.0,683000000.0,9455000000.0,819000000.0,1324000000.0,4768000000.0,265000000.0,2887000000.0,7510000000.0,4503000000.0,15.4805194805195,313000000.0,33000000.0,1.00320512820513,305000000.0,8636000000.0,0.17386744966442952,1.0122100122100122,0.09599351551644279,0.08767847699629826,0.15832696715049657,1563000000.0,1.4017937219730943,0.07908754052802223,0.07223691168693813,0.13044308632543927,0.06564597315436242,0.036243631310792036,0.0331041776837652,0.059778456837280364,0.04167776298268975,0.06396812080536912,0.03531727651690598,0.03225806451612903,0.05825057295645531,0.04061251664447404,13.8077428484787,7.39297505006224,8.86207343973012,10.3275429965866,60.5495,0.5782663869039191,0.12579896571114046,0.30243626822937175
221,2020-06-30,576808.123015873,632366.0634920635,557706.1428571428,24371.487142857142,25442.515873015873,25135.4003968254,A,0.36761599029152087,0.4707109343702514,0.35532998787931935,0.17656145945932122,0.04571168223067934,0.23646436852482755,40.08818890785298,5.70846494252249,88.08767046943625,1563027286.6399999,1.8854370164535583,1.401818194295964,0.29851552456837277,88.37000274658203,79.89193859342707,84.53776780841831,2.20439,2.20439,2.17933,-0.24727,829000000.0,1115000000.0,5236000000.0,683000000.0,9455000000.0,819000000.0,1324000000.0,4768000000.0,265000000.0,2887000000.0,7510000000.0,4503000000.0,15.4805194805195,313000000.0,33000000.0,1.00320512820513,305000000.0,8636000000.0,0.17386744966442952,1.0122100122100122,0.09599351551644279,0.08767847699629826,0.15832696715049657,1563000000.0,1.4017937219730943,0.07908754052802223,0.07223691168693813,0.13044308632543927,0.06564597315436242,0.036243631310792036,0.0331041776837652,0.059778456837280364,0.04167776298268975,0.06396812080536912,0.03531727651690598,0.03225806451612903,0.05825057295645531,0.04061251664447404,13.8077428484787,7.39297505006224,8.86207343973012,10.3275429965866,60.5495,0.6809440584501532,0.1340952073817836,0.32897324321532495
839,2020-04-30,4598750.214285715,7063930.634920635,11850607.952380951,11477.109246031745,7338.392698412698,9848.43634920635,AAL,0.769890732067179,1.0223410198504483,1.4078994326371796,-0.6410787123452366,-0.6088791351424143,-0.5651376787988027,-6.449603534061444,-1.926732685174905,-30.433412068083133,21506005078.96,11.506690785960407,5.036535147297424,0.49213952445044507,12.010000228881836,23.45015194512945,14.730728525997025,-1.86213,-1.86213,-1.86748,-5.67345,1869000000.0,4270000000.0,43699000000.0,-740000000.0,58580000000.0,2465000000.0,3576000000.0,-2636000000.0,-8786000000.0,25082000000.0,39367000000.0,6150000000.0,-6.23335054275658,-168000000.0,845000000.0,-0.394632064325027,-206000000.0,56115000000.0,-0.7090288315629742,0.7582150101419878,0.03330660251269714,0.03190508706043018,0.04276985743380855,21506000000.0,5.036533957845434,-0.013187204847188808,-0.012632297712529874,-0.016934025950250578,0.0637329286798179,-0.0029938519112536754,-0.0028678729941959713,-0.003844481567083915,-0.004267533721136993,0.07814871016691957,-0.0036710327007039114,-0.0035165585524069647,-0.004714066683448133,-0.005232809205679884,19.3150970975151,-1.23987366692637,-1.84297366291016,10.3269531183169,15770.625,0.8084928309261725,-0.06910906810060324,-0.0882598167706603
859,2020-05-29,5428303.527777778,8717694.0,14511423.92063492,10717.536904761906,4963.033492063491,8445.704444444444,AAL,0.8142405936492472,1.0899602365114358,1.4695164811439274,-0.6233527398762208,-0.6372184921680064,-0.44881887556336875,-5.638704064700101,-1.68448732795903,-26.607062499999966,21506004440.39,11.506690444296416,5.036534997749414,0.49213950983752486,10.5,21.011359849645725,12.160397734824011,-1.86213,-1.86213,-1.86748,-5.67345,1869000000.0,4270000000.0,43699000000.0,-740000000.0,58580000000.0,2465000000.0,3576000000.0,-2636000000.0,-8786000000.0,25082000000.0,39367000000.0,6150000000.0,-6.23335054275658,-168000000.0,845000000.0,-0.394632064325027,-206000000.0,56115000000.0,-0.7090288315629742,0.7582150101419878,0.03330660251269714,0.03190508706043018,0.04276985743380855,21506000000.0,5.036533957845434,-0.013187204847188808,-0.012632297712529874,-0.016934025950250578,0.0637329286798179,-0.0029938519112536754,-0.0028678729941959713,-0.003844481567083915,-0.004267533721136993,0.07814871016691957,-0.0036710327007039114,-0.0035165585524069647,-0.004714066683448133,-0.005232809205679884,19.3150970975151,-1.23987366692637,-1.84297366291016,10.3269531183169,15770.625,1.3085714067731584,0.2647618793305897,0.42285710289364764
881,2020-06-30,7798083.404761905,13485259.80952381,19819842.04761905,10047.061706349208,5269.479841269841,7467.910634920635,AAL,0.967454555202939,1.3264304719505915,1.387920911498849,-0.5983237610216405,-0.5364558078621526,0.07219033180748036,-7.0188438480794675,-2.096785605939027,-33.11945702430176,21506006640.98,11.506691621712145,5.03653551311007,0.4921395601954278,13.069999694824219,19.849871785839156,13.820431801725292,-1.86213,-1.86213,-1.86748,-5.67345,1869000000.0,4270000000.0,43699000000.0,-740000000.0,58580000000.0,2465000000.0,3576000000.0,-2636000000.0,-8786000000.0,25082000000.0,39367000000.0,6150000000.0,-6.23335054275658,-168000000.0,845000000.0,-0.394632064325027,-206000000.0,56115000000.0,-0.7090288315629742,0.7582150101419878,0.03330660251269714,0.03190508706043018,0.04276985743380855,21506000000.0,5.036533957845434,-0.013187204847188808,-0.012632297712529874,-0.016934025950250578,0.0637329286798179,-0.0029938519112536754,-0.0028678729941959713,-0.003844481567083915,-0.004267533721136993,0.07814871016691957,-0.0036710327007039114,-0.0035165585524069647,-0.004714066683448133,-0.005232809205679884,19.3150970975151,-1.23987366692637,-1.84297366291016,10.3269531183169,15770.625,0.6228002738876814,-0.06273907528467215,0.21346595462874274
1499,2020-04-30,254087.20634920636,266011.68253968254,273141.90476190473,10205.51384920635,8051.998888888888,9375.997619047619,AAP,0.4552791960276162,0.5937260060300469,0.7944040164004709,-0.25903459550373076,-0.2619552963057722,-0.10363276392097098,17.616094688088246,2.358594062388308,53.23955384378007,328663353.62,0.43562150068259836,0.331033220445167,0.033851404461550216,120.91000366210938,136.49439337786256,115.1712884315945,6.86361,6.86361,6.83525,0.64931,754470000.0,992841000.0,9709002000.0,486896000.0,11248525000.0,207689000.0,418665000.0,3549081000.0,1847085000.0,747320000.0,6770823000.0,1701996000.0,51.263591980587,158363000.0,302424000.0,2.27105591487287,-144049000.0,11040836000.0,0.21258179230059837,3.632691187304094,0.06833449930784227,0.06707279398854517,0.07770829586810261,328655000.0,0.3310248065903805,0.044099559127587805,0.043285319630796036,0.05014892364838322,0.04462084691783591,0.01434338848978465,0.01407855696635781,0.01631094524442368,0.023389032618339013,-0.040587690165425926,-0.013046928692718559,-0.012806034568976821,-0.014836643354280903,-0.021274961699633856,13.7155850495796,4.79956477279779,8.16561389644947,11.635230389794,21.05672,0.6657869778960566,0.26645877736045764,0.21465590890667818
1519,2020-05-29,250684.76984126985,263826.4603174603,259601.26984126985,10010.137976190475,7888.926349206349,9013.37507936508,AAP,0.46471948988726447,0.6029954337427855,0.8067700950053927,-0.12243060126372785,-0.11027653941126414,0.05063624955325019,25.291226189491535,2.7218187428236633,886.2939079796652,461265627.19000006,0.734248031629299,0.526992079323188,0.04878614941139192,139.32000732421875,135.0869249709978,123.31762076682645,5.50863,5.50863,5.48705,-1.35498,628215000.0,875280000.0,9454848000.0,387984000.0,12072572000.0,188193000.0,1279838000.0,3537029000.0,1849885000.0,1741094000.0,7241523000.0,1687144000.0,51.1863648861811,10908000.0,83203000.0,0.157193912842979,926016000.0,11884379000.0,0.1776109271368711,3.338142226331479,0.052860565958053,0.05203655028936667,0.0664436911095768,461256000.0,0.5269810803400055,0.03264655225148912,0.032137642252206076,0.04103545609617415,0.0030839441802710693,0.00091784349859593,0.0009035357171611816,0.0011536938510275363,0.0015063129675898289,0.26180616557003067,0.0779187536849843,0.07670411905598906,0.09794086589229145,0.12787586257752687,10.953421758571,3.35132252916257,5.53308123974938,8.69492641331814,49.22476,0.3703356009055223,0.11240793214940159,0.07589737250292616
1541,2020-06-30,251446.15476190476,257512.3650793651,226605.50793650793,9900.111388888889,8853.667936507936,8831.68,AAP,0.47576966166186846,0.6196069706940537,0.5019314571208189,-0.08548869368640033,-0.10072198331828719,0.5290396981836996,25.85942365855797,2.7829676372798984,906.205554476753,461265843.48,0.7342483759222559,0.5269923264326845,0.0487861722874868,142.4499969482422,136.64623367348727,134.9365447574362,5.50863,5.50863,5.48705,-1.35498,628215000.0,875280000.0,9454848000.0,387984000.0,12072572000.0,188193000.0,1279838000.0,3537029000.0,1849885000.0,1741094000.0,7241523000.0,1687144000.0,51.1863648861811,10908000.0,83203000.0,0.157193912842979,926016000.0,11884379000.0,0.1776109271368711,3.338142226331479,0.052860565958053,0.05203655028936667,0.0664436911095768,461256000.0,0.5269810803400055,0.03264655225148912,0.032137642252206076,0.04103545609617415,0.0030839441802710693,0.00091784349859593,0.0009035357171611816,0.0011536938510275363,0.0015063129675898289,0.26180616557003067,0.0779187536849843,0.07670411905598906,0.09794086589229145,0.12787586257752687,10.953421758571,3.35132252916257,5.53308123974938,8.69492641331814,49.22476,0.4540264438351056,0.06672995830560535,0.10345608904610137
2159,2020-04-30,37853594.87301587,43136853.14285714,57316212.06349207,1099029.442857143,1224124.5238095238,1245055.6904761905,AAPL,0.40702877196848386,0.5141864469903438,0.7037577304045991,0.41385886001636685,0.21411246946255358,-0.09069294307350595,22.84333327576902,16.198754578475683,97.22020599743067,16105273426.0,0.2455409038740071,0.20833417535735074,0.06009856454748658,73.44999694824219,64.9206545028824,68.8874000002696,3.21538,3.21538,3.18901,0.02664,65591000000.0,77305000000.0,267981000000.0,57215000000.0,320400000000.0,49559000000.0,94051000000.0,78425000000.0,78425000000.0,110155000000.0,224306000000.0,1666985000.0,4.53429901616263,13311000000.0,1853000000.0,0.75550135071904,9705000000.0,270841000000.0,0.8363532036978004,1.3234932101131984,0.24217529842232158,0.2047159800249688,0.24475988969367232,16104000000.0,0.20831770260655844,0.2112494046322381,0.1785736579275905,0.2135039424436807,0.16972904048453938,0.049146916456518766,0.04154494382022472,0.04967143192987562,0.059343040311003716,0.12374880459037296,0.03583283180906879,0.030290262172284643,0.03621525406651964,0.04326678733515822,62.0940391241827,17.2751125456297,24.2163493689316,29.456413573877,140.45904,0.8036627291197944,0.31314344876426903,0.5207903712147244
